puzzle_id	x	y
19	-0.9967	0.82
19	0.2	0.1633
19	0.2833	1.0
20	-0.3433	-0.9967
20	0.9967	-0.9967
20	0.9967	-0.8067
20	-0.0167	-0.15
20	-1.0	0.5167
20	-1.0	-0.9967
20	-0.3433	-0.9967
20	-0.0167	-0.15
20	0.3933	1.0
20	-0.0167	-0.15
20	0.9967	-0.8067
20	0.9967	1.0
20	-1.0	1.0
20	-1.0	0.5167
20	-0.0167	-0.15
20	0.3933	1.0
21	-1.0	0.1533
21	-1.0	-0.9967
21	-0.05	-0.9967
21	-0.5967	0.2167
21	0.9967	0.56
21	-0.5967	0.2167
21	-0.05	-0.9967
21	0.9967	-0.9967
21	-0.93	1.0
21	-0.5967	0.2167
21	0.9967	0.56
21	0.9967	1.0
21	-0.93	1.0
21	-1.0	0.1533
21	-0.5967	0.2167
21	-0.93	1.0
22	-0.1033	0.6433
22	-1.0	0.63
22	-1.0	-0.9967
22	0.64	-0.9967
22	-0.1033	0.6433
22	0.64	-0.9967
22	0.9967	-0.9967
22	0.9967	0.6867
22	-0.2633	1.0
22	-0.1033	0.6433
22	0.9967	0.6867
22	0.9967	1.0
22	-1.0	1.0
22	-1.0	0.63
22	-0.1033	0.6433
22	-0.2633	1.0
23	-0.2033	0.07
23	-0.02	-0.9967
23	0.9967	-0.9967
23	0.9967	-0.42
23	-1.0	0.4167
23	-1.0	-0.9967
23	-0.02	-0.9967
23	-0.2033	0.07
23	-0.3867	1.0
23	-0.2033	0.07
23	0.9967	-0.42
23	0.9967	1.0
23	-1.0	1.0
23	-1.0	0.4167
23	-0.2033	0.07
23	-0.3867	1.0
24	-0.0133	-0.9967
24	-0.1733	-0.58
24	-1.0	-0.7533
24	-1.0	-0.9967
24	0.9967	-0.3
24	-0.1733	-0.58
24	-0.0133	-0.9967
24	0.9967	-0.9967
24	-0.7233	1.0
24	-0.1733	-0.58
24	0.9967	-0.3
24	0.9967	1.0
24	-1.0	1.0
24	-1.0	-0.7533
24	-0.1733	-0.58
24	-0.7233	1.0
25	-0.0667	0.2367
25	0.36	-0.9967
25	0.9967	-0.9967
25	0.9967	-0.22
25	-0.9967	0.66
25	-1.0	-0.9967
25	0.36	-0.9967
25	-0.0667	0.2367
25	-0.3533	1.0
25	-0.0667	0.2367
25	0.9967	-0.22
25	0.9967	1.0
25	-1.0	1.0
25	-0.9967	0.66
25	-0.0667	0.2367
25	-0.3533	1.0
26	-0.8633	-0.9967
26	0.9967	-0.9967
26	0.9967	0.4533
26	-0.0367	0.51
26	-0.0367	0.51
26	-1.0	0.5867
26	-1.0	-0.9967
26	-0.8633	-0.9967
26	-0.0367	0.51
26	0.9967	0.4533
26	0.9967	1.0
26	0.2133	1.0
26	-1.0	0.5867
26	-0.0367	0.51
26	0.2133	1.0
26	-1.0	1.0
27	-0.1933	0.59
27	-0.8933	-0.9767
27	0.9967	-0.9967
27	0.9967	0.4167
27	-0.1933	0.59
27	-1.0	0.73
27	-1.0	-0.9967
27	-0.8933	-0.9767
27	-0.1933	0.59
27	0.9967	0.4167
27	0.9967	1.0
27	-0.0267	1.0
27	-1.0	0.73
27	-0.1933	0.59
27	-0.0267	1.0
27	-1.0	1.0
28	-0.0033	-0.4367
28	-0.0833	-0.9967
28	0.9967	-0.9967
28	0.9967	-0.7367
28	-1.0	-0.1133
28	-1.0	-0.9967
28	-0.0833	-0.9967
28	-0.0033	-0.4367
28	0.1567	1.0
28	-0.0033	-0.4367
28	0.9967	-0.7367
28	0.9967	1.0
28	-1.0	1.0
28	-1.0	-0.1133
28	-0.0033	-0.4367
28	0.1567	1.0
29	-0.0633	-0.3733
29	-1.0	-0.71
29	-1.0	-0.9967
29	-0.1067	-0.9967
29	0.9967	0.0333
29	-0.0633	-0.3733
29	-0.1067	-0.9967
29	0.9967	-0.9967
29	0.9967	1.0
29	0.0567	1.0
29	-0.0633	-0.3733
29	0.9967	0.0333
29	0.0567	1.0
29	-1.0	1.0
29	-1.0	-0.71
29	-0.0633	-0.3733
30	-0.25	-0.0933
30	-1.0	-0.6633
30	-1.0	-0.9967
30	-0.2633	-0.9967
30	0.9967	0.8967
30	-0.25	-0.0933
30	-0.2633	-0.9967
30	0.9967	-0.9967
30	-0.25	-0.0933
30	0.9967	0.8967
30	0.9967	1.0
30	-0.2167	1.0
30	-0.2167	1.0
30	-1.0	1.0
30	-1.0	-0.6633
30	-0.25	-0.0933
31	-0.63	-0.9967
31	0.9967	-0.9967
31	0.9967	-0.6633
31	-0.25	-0.1633
31	-1.0	0.16
31	-1.0	-0.9967
31	-0.63	-0.9967
31	-0.25	-0.1633
31	0.2467	1.0
31	-0.25	-0.1633
31	0.9967	-0.6633
31	0.9967	1.0
31	-1.0	1.0
31	-1.0	0.16
31	-0.25	-0.1633
31	0.2467	1.0
32	0.61	-0.49
32	0.88	-0.9967
32	0.9967	-0.9967
32	0.9967	-0.59
32	-1.0	-0.0033
32	-1.0	-0.9967
32	0.88	-0.9967
32	0.61	-0.49
32	-0.2433	1.0
32	0.61	-0.49
32	0.9967	-0.59
32	0.9967	1.0
32	-1.0	1.0
32	-1.0	-0.0033
32	0.61	-0.49
32	-0.2433	1.0
33	-0.88	-0.1167
33	-1.0	-0.1333
33	-1.0	-0.9967
33	-1.0	-0.9967
33	0.9967	0.34
33	-0.88	-0.1167
33	-1.0	-0.9967
33	0.9967	-0.9967
33	-0.88	-0.1167
33	0.9967	0.34
33	0.9967	1.0
33	-0.7833	1.0
33	-0.7833	1.0
33	-1.0	1.0
33	-1.0	-0.1333
33	-0.88	-0.1167
34	0.0267	0.2533
34	0.59	-0.9967
34	0.9967	-0.9967
34	0.9967	-0.1833
34	-0.9967	0.74
34	-1.0	-0.9967
34	0.59	-0.9967
34	0.0267	0.2533
34	-0.3333	1.0
34	0.0267	0.2533
34	0.9967	-0.1833
34	0.9967	1.0
34	-1.0	1.0
34	-0.9967	0.74
34	0.0267	0.2533
34	-0.3333	1.0
35	0.9967	0.5833
35	0.5833	0.6167
35	-0.21	-0.9967
35	0.9967	-0.9967
35	-1.0	0.8167
35	-1.0	-0.9967
35	-0.21	-0.9967
35	0.5833	0.6167
35	0.7567	1.0
35	0.5833	0.6167
35	0.9967	0.5833
35	0.9967	1.0
35	-1.0	0.8167
35	0.5833	0.6167
35	0.7567	1.0
35	-1.0	1.0
36	-0.16	-0.5233
36	0.04	-0.9967
36	0.9967	-0.9967
36	0.9967	-0.5167
36	-1.0	-0.5067
36	-1.0	-0.9967
36	0.04	-0.9967
36	-0.16	-0.5233
36	-0.86	0.9967
36	-0.16	-0.5233
36	0.9967	-0.5167
36	0.9967	1.0
36	-1.0	1.0
36	-1.0	-0.5067
36	-0.16	-0.5233
36	-0.86	0.9967
37	-0.9367	-0.9933
37	0.9967	-0.9967
37	0.9967	-0.7967
37	-0.7567	-0.3033
37	-0.9933	-0.2233
37	-0.9367	-0.9933
37	-0.9367	-0.9933
37	-0.7567	-0.3033
37	-0.4267	1.0
37	-0.7567	-0.3033
37	0.9967	-0.7967
37	0.9967	1.0
37	-0.4267	1.0
37	-1.0	1.0
37	-0.9933	-0.2233
37	-0.7567	-0.3033
38	0.9033	-0.9967
38	0.3167	0.1833
38	-1.0	-0.5967
38	-1.0	-0.9967
38	0.9967	0.6067
38	0.3167	0.1833
38	0.9033	-0.9967
38	0.9967	-0.9967
38	-0.08	1.0
38	0.3167	0.1833
38	0.9967	0.6067
38	0.9967	1.0
38	-0.08	1.0
38	-1.0	1.0
38	-1.0	-0.5967
38	0.3167	0.1833
39	-0.1	-0.9967
39	0.9967	-0.9967
39	0.9967	-0.5067
39	0.09	-0.4367
39	-1.0	-0.32
39	-1.0	-0.9967
39	-0.1	-0.9967
39	0.09	-0.4367
39	0.5267	1.0
39	0.09	-0.4367
39	0.9967	-0.5067
39	0.9967	1.0
39	-1.0	1.0
39	-1.0	-0.32
39	0.09	-0.4367
39	0.5267	1.0
40	-0.4267	-0.9967
40	0.9967	-0.9967
40	0.9967	-0.7367
40	0.0	-0.1
40	-1.0	0.57
40	-1.0	-0.9967
40	-0.4267	-0.9967
40	0.0	-0.1
40	0.4967	1.0
40	0.0	-0.1
40	0.9967	-0.7367
40	0.9967	1.0
40	-1.0	0.57
40	0.0	-0.1
40	0.4967	1.0
40	-1.0	1.0
41	-0.2567	0.0333
41	-1.0	-0.22
41	-1.0	-0.9967
41	0.1233	-0.9967
41	0.9967	0.5
41	-0.2567	0.0333
41	0.1233	-0.9967
41	0.9967	-0.9967
41	-0.6	1.0
41	-0.2567	0.0333
41	0.9967	0.5
41	0.9967	1.0
41	-0.6	1.0
41	-1.0	1.0
41	-1.0	-0.22
41	-0.2567	0.0333
42	0.29	0.16
42	-1.0	-0.7
42	-1.0	-0.9967
42	0.0433	-0.9967
42	0.9967	0.6533
42	0.29	0.16
42	0.0433	-0.9967
42	0.9967	-0.9967
42	0.9967	1.0
42	0.48	1.0
42	0.29	0.16
42	0.9967	0.6533
42	0.48	1.0
42	-1.0	1.0
42	-1.0	-0.7
42	0.29	0.16
43	0.24	0.3033
43	-1.0	0.21
43	-1.0	-0.9967
43	0.16	-0.9967
43	0.9967	0.38
43	0.24	0.3033
43	0.16	-0.9967
43	0.9967	-0.9967
43	0.29	1.0
43	0.24	0.3033
43	0.9967	0.38
43	0.9967	1.0
43	-1.0	1.0
43	-1.0	0.21
43	0.24	0.3033
43	0.29	1.0
44	0.29	0.2667
44	0.4733	-0.9967
44	0.9967	-0.9967
44	0.9967	0.27
44	-1.0	0.3
44	-1.0	-0.9967
44	0.4733	-0.9967
44	0.29	0.2667
44	0.1633	1.0
44	0.29	0.2667
44	0.9967	0.27
44	0.9967	1.0
44	-1.0	1.0
44	-1.0	0.3
44	0.29	0.2667
44	0.1633	1.0
45	-0.6433	0.45
45	-0.5	-0.9967
45	0.9967	-0.9967
45	0.9967	-0.02
45	-1.0	0.5667
45	-1.0	-0.9967
45	-0.5	-0.9967
45	-0.6433	0.45
45	-0.7167	1.0
45	-0.6433	0.45
45	0.9967	-0.02
45	0.9967	1.0
45	-1.0	1.0
45	-1.0	0.5667
45	-0.6433	0.45
45	-0.7167	1.0
46	-0.72	-0.1533
46	-0.59	-0.9967
46	0.9967	-0.9967
46	0.9967	-0.1667
46	-1.0	-0.1367
46	-1.0	-0.9967
46	-0.59	-0.9967
46	-0.72	-0.1533
46	-0.9267	0.99
46	-0.72	-0.1533
46	0.9967	-0.1667
46	0.9967	1.0
46	-0.9267	0.99
46	-1.0	-0.1367
46	-0.72	-0.1533
46	-0.9267	0.99
47	0.8767	-0.9967
47	0.5667	-0.48
47	-1.0	-0.8133
47	-1.0	-0.9967
47	0.9967	-0.3733
47	0.5667	-0.48
47	0.8767	-0.9967
47	0.9967	-0.9967
47	-0.2833	1.0
47	0.5667	-0.48
47	0.9967	-0.3733
47	0.9967	1.0
47	-1.0	1.0
47	-1.0	-0.8133
47	0.5667	-0.48
47	-0.2833	1.0
48	-0.07	0.7667
48	-1.0	0.66
48	-1.0	-0.9967
48	-0.6967	-0.9967
48	0.9833	0.9167
48	-0.07	0.7667
48	-0.6967	-0.9967
48	0.9967	-0.9967
48	-0.07	0.7667
48	0.9833	0.9167
48	0.9967	1.0
48	0.0167	1.0
48	-1.0	0.66
48	-0.07	0.7667
48	0.0167	1.0
48	-1.0	1.0
49	0.1633	0.3133
49	-1.0	0.2533
49	-1.0	-0.9967
49	-0.73	-0.9967
49	0.9967	0.38
49	0.1633	0.3133
49	-0.73	-0.9967
49	0.9967	-0.9967
49	0.9967	1.0
49	0.64	1.0
49	0.1633	0.3133
49	0.9967	0.38
49	-1.0	0.2533
49	0.1633	0.3133
49	0.64	1.0
49	-1.0	1.0
50	-0.48	-0.1367
50	-1.0	-0.4133
50	-1.0	-0.9967
50	-0.55	-0.9967
50	0.9967	0.6967
50	-0.48	-0.1367
50	-0.55	-0.9967
50	0.9967	-0.9967
50	-0.48	-0.1367
50	0.9967	0.6967
50	0.9967	1.0
50	-0.3733	1.0
50	-0.3733	1.0
50	-1.0	1.0
50	-1.0	-0.4133
50	-0.48	-0.1367
51	0.4367	0.2667
51	-1.0	-0.0767
51	-1.0	-0.9967
51	0.56	-0.9967
51	0.9967	0.42
51	0.4367	0.2667
51	0.56	-0.9967
51	0.9967	-0.9967
51	0.3733	1.0
51	0.4367	0.2667
51	0.9967	0.42
51	0.9967	1.0
51	-1.0	1.0
51	-1.0	-0.0767
51	0.4367	0.2667
51	0.3733	1.0
52	0.6433	-0.75
52	0.6833	-0.9967
52	0.9967	-0.9967
52	0.9967	-0.8967
52	-1.0	0.0
52	-1.0	-0.9967
52	0.6833	-0.9967
52	0.6433	-0.75
52	0.2633	1.0
52	0.6433	-0.75
52	0.9967	-0.8967
52	0.9967	1.0
52	-1.0	1.0
52	-1.0	0.0
52	0.6433	-0.75
52	0.2633	1.0
53	-0.2867	-0.2867
53	-1.0	-0.7333
53	-1.0	-0.9967
53	-0.2233	-0.9967
53	0.9967	0.5567
53	-0.2867	-0.2867
53	-0.2233	-0.9967
53	0.9967	-0.9967
53	-0.2867	-0.2867
53	0.9967	0.5567
53	0.9967	1.0
53	-0.3767	1.0
53	-0.3767	1.0
53	-1.0	1.0
53	-1.0	-0.7333
53	-0.2867	-0.2867
54	-0.63	-0.6267
54	-1.0	-0.75
54	-1.0	-0.9967
54	-0.73	-0.9967
54	0.9967	-0.0067
54	-0.63	-0.6267
54	-0.73	-0.9967
54	0.9967	-0.9967
54	0.9967	1.0
54	-0.13	1.0
54	-0.63	-0.6267
54	0.9967	-0.0067
54	-0.13	1.0
54	-1.0	1.0
54	-1.0	-0.75
54	-0.63	-0.6267
55	0.1467	0.4933
55	-0.3833	-0.9967
55	0.9967	-0.9967
55	0.9967	0.2467
55	-1.0	0.8633
55	-1.0	-0.9967
55	-0.3833	-0.9967
55	0.1467	0.4933
55	0.31	1.0
55	0.1467	0.4933
55	0.9967	0.2467
55	0.9967	1.0
55	-1.0	0.8633
55	0.1467	0.4933
55	0.31	1.0
55	-1.0	1.0
56	0.34	0.55
56	-0.2867	-0.9967
56	0.9967	-0.9967
56	0.9967	0.5567
56	-1.0	0.5733
56	-1.0	-0.9967
56	-0.2867	-0.9967
56	0.34	0.55
56	0.5033	1.0
56	0.34	0.55
56	0.9967	0.5567
56	0.9967	1.0
56	-1.0	0.5733
56	0.34	0.55
56	0.5033	1.0
56	-1.0	1.0
57	0.4767	-0.7833
57	0.5367	-0.9967
57	0.9967	-0.9967
57	0.9967	-0.7933
57	-1.0	-0.7
57	-1.0	-0.9967
57	0.5367	-0.9967
57	0.4767	-0.7833
57	-0.1667	1.0
57	0.4767	-0.7833
57	0.9967	-0.7933
57	0.9967	1.0
57	-1.0	1.0
57	-1.0	-0.7
57	0.4767	-0.7833
57	-0.1667	1.0
58	0.6067	0.1233
58	-1.0	-0.7867
58	-1.0	-0.9967
58	0.6333	-0.9967
58	0.9967	0.36
58	0.6067	0.1233
58	0.6333	-0.9967
58	0.9967	-0.9967
58	0.9967	1.0
58	0.5933	1.0
58	0.6067	0.1233
58	0.9967	0.36
58	-1.0	-0.7867
58	0.6067	0.1233
58	0.5933	1.0
58	-1.0	1.0
59	-0.4233	-0.3733
59	-1.0	-0.44
59	-1.0	-0.9967
59	-0.5633	-0.9967
59	0.9967	-0.16
59	-0.4233	-0.3733
59	-0.5633	-0.9967
59	0.9967	-0.9967
59	-0.09	1.0
59	-0.4233	-0.3733
59	0.9967	-0.16
59	0.9967	1.0
59	-1.0	1.0
59	-1.0	-0.44
59	-0.4233	-0.3733
59	-0.09	1.0
60	-0.3767	0.6033
60	-0.64	-0.9967
60	0.9967	-0.9967
60	0.9967	-0.09
60	-1.0	0.9267
60	-1.0	-0.9967
60	-0.64	-0.9967
60	-0.3767	0.6033
60	-0.33	1.0
60	-0.3767	0.6033
60	0.9967	-0.09
60	0.9967	1.0
60	-1.0	0.9267
60	-1.0	0.9267
60	-0.3767	0.6033
60	-0.33	1.0
61	-0.3467	-0.16
61	-1.0	-0.2667
61	-1.0	-0.9967
61	-0.6267	-0.9967
61	0.9967	0.0967
61	-0.3467	-0.16
61	-0.6267	-0.9967
61	0.9967	-0.9967
61	-0.3467	-0.16
61	0.9967	0.0967
61	0.9967	1.0
61	0.0633	1.0
61	-1.0	1.0
61	-1.0	-0.2667
61	-0.3467	-0.16
61	0.0633	1.0
62	-0.4667	0.4733
62	-0.74	-0.9967
62	0.9967	-0.9967
62	0.9967	-0.71
62	-1.0	0.9267
62	-1.0	-0.9967
62	-0.74	-0.9967
62	-0.4667	0.4733
62	-0.3867	1.0
62	-0.4667	0.4733
62	0.9967	-0.71
62	0.9967	1.0
62	-1.0	0.9267
62	-1.0	0.9267
62	-0.4667	0.4733
62	-0.3867	1.0
63	0.7033	-0.9967
63	0.3233	0.0433
63	-1.0	-0.1233
63	-1.0	-0.9967
63	0.9967	0.1467
63	0.3233	0.0433
63	0.7033	-0.9967
63	0.9967	-0.9967
63	-0.0167	1.0
63	0.3233	0.0433
63	0.9967	0.1467
63	0.9967	1.0
63	-1.0	1.0
63	-1.0	-0.1233
63	0.3233	0.0433
63	-0.0167	1.0
64	-0.9233	-0.9967
64	0.9967	-0.9967
64	0.9967	-0.1033
64	-0.1467	-0.0067
64	-0.1467	-0.0067
64	-1.0	0.09
64	-0.9233	-0.9967
64	-0.9233	-0.9967
64	0.9967	1.0
64	0.6067	1.0
64	-0.1467	-0.0067
64	0.9967	-0.1033
64	-1.0	0.09
64	-0.1467	-0.0067
64	0.6067	1.0
64	-1.0	1.0
65	-0.65	-0.9967
65	0.9967	-0.9967
65	0.9967	-0.3167
65	-0.0967	-0.07
65	-1.0	0.16
65	-1.0	-0.9967
65	-0.65	-0.9967
65	-0.0967	-0.07
65	0.51	1.0
65	-0.0967	-0.07
65	0.9967	-0.3167
65	0.9967	1.0
65	-1.0	0.16
65	-0.0967	-0.07
65	0.51	1.0
65	-1.0	1.0
66	0.6667	0.3333
66	-1.0	0.2633
66	-1.0	-0.9967
66	0.35	-0.9967
66	0.9967	0.3633
66	0.6667	0.3333
66	0.35	-0.9967
66	0.9967	-0.9967
66	0.9967	1.0
66	0.8333	1.0
66	0.6667	0.3333
66	0.9967	0.3633
66	-1.0	0.2633
66	0.6667	0.3333
66	0.8333	1.0
66	-1.0	1.0
67	-0.3733	0.0533
67	-0.1467	-0.9967
67	0.9967	-0.9967
67	0.9967	-0.84
67	-1.0	0.4833
67	-1.0	-0.9967
67	-0.1467	-0.9967
67	-0.3733	0.0533
67	-0.6033	1.0
67	-0.3733	0.0533
67	0.9967	-0.84
67	0.9967	1.0
67	-1.0	1.0
67	-1.0	0.4833
67	-0.3733	0.0533
67	-0.6033	1.0
68	0.2267	-0.23
68	0.3633	-0.9967
68	0.9967	-0.9967
68	0.9967	-0.2267
68	-1.0	-0.2033
68	-1.0	-0.9967
68	0.3633	-0.9967
68	0.2267	-0.23
68	-0.03	1.0
68	0.2267	-0.23
68	0.9967	-0.2267
68	0.9967	1.0
68	-1.0	1.0
68	-1.0	-0.2033
68	0.2267	-0.23
68	-0.03	1.0
69	-0.1767	0.53
69	-0.4533	-0.9967
69	0.9967	-0.9967
69	0.9967	-0.0467
69	-1.0	0.9467
69	-1.0	-0.9967
69	-0.4533	-0.9967
69	-0.1767	0.53
69	-0.11	1.0
69	-0.1767	0.53
69	0.9967	-0.0467
69	0.9967	1.0
69	-1.0	0.9467
69	-1.0	0.9467
69	-0.1767	0.53
69	-0.11	1.0
70	0.8333	-0.7467
70	0.8233	-0.9967
70	0.9967	-0.9967
70	0.9967	-0.8
70	-1.0	0.0067
70	-1.0	-0.9967
70	0.8233	-0.9967
70	0.8333	-0.7467
70	0.8	1.0
70	0.8333	-0.7467
70	0.9967	-0.8
70	0.9967	1.0
70	-1.0	1.0
70	-1.0	0.0067
70	0.8333	-0.7467
70	0.8	1.0
71	-0.32	-0.54
71	-1.0	-0.5733
71	-1.0	-0.9967
71	-0.6167	-0.9967
71	0.9967	-0.4367
71	-0.32	-0.54
71	-0.6167	-0.9967
71	0.9967	-0.9967
71	0.9967	1.0
