puzzle_id	x	y
50	-0.1933	0.47
51	-0.33	-0.51
51	0.6267	-0.26
51	0.3767	0.6733
51	-0.59	0.4767
52	0.27	-0.5067
52	-0.73	-0.51
52	0.2333	0.5
52	-0.7767	0.4933
53	-0.93	-0.5833
53	0.1167	-0.4767
53	-0.0033	0.52
53	-0.9567	0.3767
54	0.9033	-0.8367
54	-0.2633	-0.6067
54	0.6567	0.3267
54	-0.25	0.3133
55	0.7433	0.03
55	-0.24	-0.14
55	0.6333	0.87
55	-0.3033	0.9167
56	0.1933	-0.6967
56	-0.71	-0.48
56	0.44	0.2567
56	-0.5667	0.5133
57	0.5967	-0.62
57	-0.4233	-0.4267
57	0.5233	0.3933
57	-0.46	0.5633
58	-0.5867	-0.6867
58	0.43	-0.53
58	0.5433	0.4433
58	-0.45	0.35
59	0.6433	-0.3633
59	-0.3633	-0.1567
59	0.7867	0.6833
59	-0.1167	0.7967
60	0.2967	-0.6033
60	-0.63	-0.3767
60	0.3733	0.3633
60	-0.6767	0.6367
61	0.2933	-0.5167
61	-0.6333	-0.1033
61	0.5733	0.44
61	-0.32	0.77
62	0.3267	-0.3233
62	-0.64	-0.1467
62	0.4233	0.6333
62	-0.61	0.88
63	0.2733	-0.2233
63	-0.72	-0.12
63	0.37	0.8033
63	-0.64	0.8233
64	0.5033	-0.8767
64	-0.5	-0.8233
64	0.64	0.04
64	-0.3433	0.2167
65	0.8967	-0.5233
65	-0.12	-0.5033
65	0.9	0.48
65	-0.0933	0.5033
66	-0.7167	-0.6267
66	0.3067	-0.5767
66	0.32	0.42
66	-0.6733	0.39
67	0.4767	-0.5933
67	-0.5233	-0.55
67	0.6333	0.38
67	-0.36	0.4633
68	0.6833	-0.2467
68	-0.3067	-0.24
68	0.52	0.64
68	-0.43	0.8133
69	-0.29	-0.49
69	0.6033	-0.0467
69	0.1533	0.7567
69	-0.7033	0.4867
70	0.25	-0.4933
70	-0.6667	-0.0967
70	0.5533	0.47
70	-0.3767	0.7733
71	-0.28	-0.6533
71	0.6533	-0.44
71	0.2667	0.53
71	-0.65	0.22
72	0.8767	-0.6167
72	-0.2233	-0.3967
72	0.8267	0.41
72	-0.05	0.56
73	0.4733	-0.3167
73	-0.5167	-0.3933
73	0.32	0.6567
73	-0.6833	0.64
74	-0.32	-0.77
74	0.6467	-0.67
74	0.2933	0.3833
74	-0.6233	0.0633
75	-0.8467	-0.7767
75	0.28	-0.5533
75	0.3833	0.3667
75	-0.53	0.3467
76	-0.42	-0.5067
76	0.57	-0.4967
76	0.7033	0.5
76	-0.31	0.4933
77	-0.59	-0.7433
77	0.43	-0.51
77	0.5233	0.4533
77	-0.46	0.3
78	0.72	-0.8233
78	-0.37	-0.5067
78	0.79	0.14
78	-0.1133	0.4333
79	0.2067	-0.8167
79	-0.7667	-0.7767
79	0.34	0.1533
79	-0.66	0.28
80	-0.8867	-0.6533
80	0.2367	-0.3567
80	0.0033	0.5667
80	-0.83	0.3867
81	-0.0733	-0.6933
81	0.8467	-0.5567
81	0.7267	0.46
81	-0.2933	0.2767
82	0.87	-0.94
82	-0.34	-0.62
82	0.5	0.2867
82	-0.3633	0.2233
83	-0.2067	-0.2467
83	0.7833	-0.28
83	0.8467	0.7767
83	-0.1933	0.7433
84	0.8633	-0.5267
84	-0.1967	-0.37
84	0.8667	0.4767
84	-0.04	0.6133
85	0.15	-0.51
85	-0.7533	-0.3733
85	0.25	0.4467
85	-0.8567	0.6767
86	-0.7233	-0.67
86	0.3367	-0.4633
86	0.3967	0.51
86	-0.56	0.3733
87	-0.13	-0.8433
87	0.8	-0.78
87	0.5833	0.3133
87	-0.3933	0.0833
88	-0.44	-0.5067
88	0.5233	-0.1367
88	0.1133	0.7433
88	-0.7233	0.47
89	0.1	-0.65
89	-0.8167	-0.4533
89	0.4033	0.3033
89	-0.59	0.5167
90	0.0667	-0.6
90	-0.8367	-0.3567
90	0.35	0.37
90	-0.67	0.58
91	-0.52	-0.45
91	0.4833	-0.2767
91	0.3567	0.7033
91	-0.6133	0.5533
92	0.1	-0.7433
92	-0.8233	-0.6367
92	0.2933	0.23
92	-0.72	0.3967
93	0.23	-0.4267
93	-0.6667	0.0067
93	0.6067	0.5867
93	-0.3133	0.7967
94	-0.3467	-0.4867
94	0.6367	-0.3367
94	0.4767	0.63
94	-0.52	0.5167
95	0.2367	-0.6633
95	-0.6333	-0.3667
95	0.4167	0.2667
95	-0.6167	0.6233
96	0.4733	-0.8633
96	-0.5233	-0.8067
96	0.62	0.06
96	-0.3633	0.2367
97	0.3167	-0.64
97	-0.61	-0.3367
97	0.5	0.3133
97	-0.4933	0.6333
98	0.2033	-0.6533
98	-0.78	-0.65
98	0.1233	0.3633
98	-0.8767	0.2467
99	-0.7233	-0.88
99	0.38	-0.47
99	0.0	0.4267
99	-0.8433	0.0
100	-0.6467	-0.6833
100	0.3933	-0.3867
100	0.4867	0.59
100	-0.48	0.35
101	-0.7333	-0.64
101	0.28	-0.6433
101	0.4867	0.3067
101	-0.4833	0.4067
102	0.2867	-0.6267
102	-0.66	-0.4933
102	0.3	0.3667
102	-0.7433	0.5067
103	0.6067	-0.73
103	-0.4233	-0.4167
103	0.4833	0.31
103	-0.4867	0.5467
104	0.5533	-0.6867
104	-0.46	-0.43
104	0.5733	0.3133
104	-0.39	0.5467
105	-0.1667	-0.7433
105	0.8133	-0.69
105	0.6433	0.37
105	-0.3467	0.2233
106	0.9167	-0.46
106	-0.1333	-0.3467
106	0.9233	0.5433
106	0.0033	0.6467
107	-0.2033	-0.6567
107	0.6733	-0.4067
107	0.6667	0.59
107	-0.3833	0.2933
108	0.52	-0.5267
108	-0.4733	-0.5167
108	0.3367	0.4767
108	-0.6667	0.4733
109	0.15	-0.6567
109	-0.7133	-0.3333
109	0.62	0.1867
109	-0.2567	0.5667
110	0.0867	-0.7667
110	-0.8933	-0.7233
110	0.23	0.2067
110	-0.7667	0.3567
111	-0.5167	-0.8033
111	0.4767	-0.65
111	0.5967	0.28
111	-0.3933	0.2533
112	0.1767	-0.5033
112	-0.7967	-0.4567
112	0.2	0.4967
112	-0.8367	0.5533
113	0.1933	-0.4267
113	-0.7767	-0.4333
113	0.1567	0.5667
113	-0.8867	0.59
114	0.26	-0.78
114	-0.7333	-0.7433
114	0.5633	0.0267
114	-0.32	0.3533
115	-0.55	-0.0767
115	0.4433	-0.1333
115	0.5	0.9233
115	-0.4967	0.87
116	0.1867	-0.4067
116	-0.7567	-0.1233
116	0.4267	0.5967
116	-0.59	0.7667
117	0.1267	-0.4733
117	-0.8367	-0.4267
117	0.1667	0.5233
117	-0.8867	0.5967
118	-0.6933	-0.8067
118	0.37	-0.5567
118	0.0767	0.4167
118	-0.8267	0.0467
119	-0.9567	-0.16
119	0.0833	-0.1467
119	-0.16	0.8333
119	-0.9367	0.7533
120	-0.1533	-0.5467
120	0.75	-0.3367
120	0.75	0.6733
120	-0.3233	0.4133
121	0.0333	-0.64
121	-0.7733	-0.4433
121	0.2633	0.2867
121	-0.8333	0.5733
122	0.7733	-0.8433
122	-0.2333	-0.8533
122	0.3467	0.3033
122	-0.52	-0.0667
123	0.1033	-0.44
123	-0.84	-0.3667
123	0.1933	0.5433
123	-0.89	0.6733
124	-0.2133	-0.41
124	0.71	-0.03
124	0.4733	0.8233
124	-0.5033	0.58
125	-0.6767	-0.0567
125	0.32	-0.1567
125	0.4033	0.8867
125	-0.59	0.8667
126	-0.32	-0.91
126	0.5933	-0.8267
126	0.5067	0.1933
126	-0.4967	0.06
127	-0.06	-0.4733
127	0.8567	-0.4233
127	0.9367	0.6167
127	-0.16	0.5
128	-0.1433	-0.4067
128	0.82	-0.2133
128	0.7167	0.7033
128	-0.3167	0.6
129	0.2667	-0.1667
129	-0.71	-0.2667
129	0.2133	0.7967
129	-0.8533	0.8467
130	-0.17	-0.6033
130	0.8267	-0.6033
130	0.8667	0.38
130	-0.1467	0.4033
131	-0.3733	-0.3967
131	0.5033	0.0267
131	0.0367	0.8233
131	-0.82	0.6667
132	-0.3833	-0.8533
132	0.61	-0.8367
132	0.66	0.1267
132	-0.3433	0.17
133	0.3967	-0.66
133	-0.5933	-0.5967
133	0.3867	0.35
133	-0.6233	0.4
134	0.44	-0.32
134	-0.5467	-0.19
134	0.6033	0.72
134	-0.3933	0.76
135	0.85	-0.9433
135	-0.2767	-0.88
135	0.5167	0.26
135	-0.3867	-0.0167
136	0.1067	-0.52
136	-0.8733	-0.5367
136	0.08	0.4833
136	-0.9367	0.4167
137	0.8667	-0.5733
137	-0.1933	-0.48
137	0.8	0.4433
137	-0.15	0.5133
138	-0.2167	-0.6533
138	0.6967	-0.41
138	0.3367	0.5433
138	-0.5967	0.2467
139	0.49	-0.2567
139	-0.4033	-0.2867
139	0.3533	0.5967
139	-0.7733	0.8767
140	0.35	-0.7367
140	-0.5667	-0.36
140	0.7133	0.0433
140	-0.1133	0.5633
141	-0.6967	-0.58
141	0.32	-0.4367
141	0.0967	0.5567
141	-0.8467	0.3567
142	-0.6	-0.1767
142	0.38	-0.24
142	0.54	0.83
142	-0.4667	0.7367
143	0.9033	-0.8733
143	-0.1933	-0.81
143	0.82	0.2433
143	-0.16	0.17
144	-0.7967	-0.6467
144	0.2367	-0.5767
144	0.1567	0.4267
144	-0.8267	0.3433
145	-0.7167	-0.4533
145	0.2933	-0.46
145	0.4467	0.5467
145	-0.54	0.53
146	0.7567	-0.7833
146	-0.2833	-0.7467
146	0.33	0.3367
146	-0.5467	0.0667
147	-0.5467	-0.2933
147	0.46	-0.1767
147	0.4067	0.83
147	-0.5533	0.69
148	0.9267	-0.6767
148	-0.15	-0.5767
148	0.9067	0.3533
148	-0.0467	0.4167
149	0.7333	-0.1433
149	-0.2733	-0.18
149	0.6633	0.7933
149	-0.2933	0.85
150	-0.4767	-0.49
150	0.5233	-0.4933
150	0.6067	0.51
150	-0.4	0.5133
151	0.54	-0.4967
151	-0.4567	-0.4233
151	0.7	0.5033
151	-0.2933	0.57
152	0.7333	-0.3933
152	-0.3067	-0.2333
152	0.7233	0.6
152	-0.1633	0.75
153	-0.02	-0.4967
153	-0.8133	-0.04
153	0.4	0.3667
153	-0.6633	0.83
154	0.9	-0.61
154	-0.19	-0.3667
154	0.9367	0.35
154	0.08	0.5867
155	-0.21	-0.6333
155	0.76	-0.5267
155	0.5733	0.48
155	-0.42	0.34
156	-0.3067	-0.1767
156	0.65	-0.31
156	0.8667	0.8233
156	-0.2033	0.77
157	0.81	-0.43
157	-0.1933	-0.3467
157	0.8933	0.5967
157	-0.1	0.6467
158	0.3933	-0.9167
158	-0.56	-0.85
158	0.3133	0.1533
158	-0.6667	0.02
159	-0.33	-0.2667
159	0.6267	-0.33
159	0.8333	0.7733
159	-0.24	0.6867
160	0.1567	-0.32
160	-0.83	-0.3167
160	0.1733	0.6767
160	-0.8667	0.7167
161	-0.2467	-0.3767
161	0.7267	-0.2333
161	0.6933	0.76
161	-0.3567	0.6133
162	-0.1767	-0.69
162	0.7433	-0.5333
162	0.67	0.4733
162	-0.3567	0.2833
163	-0.4467	-0.7267
163	0.53	-0.5467
163	0.1733	0.4567
163	-0.7267	0.0833
164	-0.76	-0.8333
164	0.3267	-0.6767
164	0.52	0.17
164	-0.38	0.31
165	0.4933	0.0033
165	-0.36	-0.2967
165	0.28	0.7967
165	-0.8067	0.87
166	-0.2567	-0.7367
166	0.6533	-0.5333
166	0.5567	0.4667
166	-0.4567	0.2233
167	0.92	-0.6433
167	-0.1367	-0.6367
167	0.7533	0.4133
167	-0.2033	0.3433
168	-0.4267	-0.5367
168	0.5733	-0.5
168	0.4967	0.5067
168	-0.5067	0.4633
169	0.4133	-0.8533
169	-0.5633	-0.77
169	0.5333	0.1133
169	-0.4633	0.2533
170	0.0567	-0.7533
170	-0.76	-0.4767
170	0.5667	0.0367
170	-0.3067	0.49
171	-0.4533	-0.1067
171	0.5333	-0.1767
171	0.6433	0.8967
171	-0.3933	0.8433
172	0.3833	-0.6
172	-0.58	-0.3367
172	0.5033	0.3767
172	-0.4867	0.6433
173	-0.1	-0.5533
173	0.8267	-0.37
173	0.7667	0.61
173	-0.2867	0.4267
174	0.8433	-0.9467
174	-0.2867	-0.8833
174	0.7233	0.1867
174	-0.25	0.0733
175	0.0633	-0.7267
175	-0.7733	-0.5
175	0.4133	0.1933
175	-0.5967	0.4967
176	-0.66	-0.5333
176	0.36	-0.4233
176	0.5033	0.5833
176	-0.4867	0.47
177	0.1033	-0.7567
177	-0.8633	-0.67
177	0.42	0.14
177	-0.5033	0.4
178	-0.4533	-0.09
178	0.4633	-0.23
178	0.7433	0.9367
178	-0.37	0.77
179	0.88	-0.8833
179	-0.32	-0.48
179	0.7033	0.28
179	-0.1567	0.3967
180	0.82	-0.8
180	-0.3167	-0.48
180	0.6167	0.3167
180	-0.29	0.4433
181	-0.5	-0.43
181	0.5033	-0.3067
181	0.4967	0.7
181	-0.5033	0.5633
182	0.9333	-0.71
182	-0.2433	-0.3433
182	0.82	0.38
182	0.0467	0.5233
183	-0.6867	-0.5467
183	0.36	-0.28
183	0.3033	0.69
183	-0.5967	0.45
184	0.8267	-0.21
184	-0.1933	-0.1733
184	0.82	0.7867
184	-0.1233	0.83
185	0.4967	-0.2833
185	-0.38	0.1133
185	0.9	0.9433
185	-0.0967	0.95
186	0.9067	-0.84
186	-0.2033	-0.7467
186	0.8033	0.28
186	-0.1633	0.2233
187	0.6667	0.06
187	-0.2933	-0.1467
187	0.5433	0.89
187	-0.4233	0.9367
188	-0.4167	-0.6233
188	0.5567	-0.39
188	0.39	0.5867
188	-0.5833	0.3467
189	0.4533	-0.4367
189	-0.5333	-0.2633
189	0.6367	0.58
189	-0.3367	0.6933
190	-0.2433	-0.4733
190	0.6567	-0.1133
190	0.3	0.7133
190	-0.6433	0.5267
191	0.9033	-0.6967
191	-0.1867	-0.61
191	0.7333	0.3833
191	-0.21	0.3633
192	0.3767	-0.68
192	-0.56	-0.3633
192	0.49	0.28
192	-0.5033	0.6133
193	-0.41	-0.26
193	0.5767	-0.15
193	0.5633	0.88
193	-0.4533	0.71
194	-0.27	-0.88
194	0.71	-0.86
194	0.5833	0.21
194	-0.41	0.0733
195	0.4133	-0.31
195	-0.58	-0.36
195	0.3167	0.67
195	-0.6967	0.6767
196	0.4433	-0.72
196	-0.5367	-0.5333
196	0.6533	0.2067
196	-0.3033	0.4667
197	-0.3333	-0.4167
197	0.6033	-0.1367
197	0.2967	0.7367
197	-0.6633	0.6133
198	0.15	-0.8367
198	-0.7567	-0.7733
198	0.1567	0.1867
198	-0.8467	0.07
199	-0.0633	-0.87
199	-0.9	-0.8
199	0.2167	0.0867
199	-0.79	0.3
